    weight\k|           2|           3|           4|           5|           6
    [0.0, 1]|0.3233333333|0.2890476190|0.2685714285|0.2329365079|0.2930158730
  [0.3, 0.7]|0.3233333333|0.3223809523|0.3371428571|0.3706349206|0.3465873015
  [0.4, 0.6]|0.3233333333|0.3223809523|0.3371428571|0.3706349206|0.3465873015
  [0.5, 0.5]|0.3966666666|0.3438095238|0.3121428571|0.3484126984|0.3265873015
  [0.6, 0.4]|0.3566666666|0.3104761904|0.2585714285|0.3011904761|0.2843650793
  [0.7, 0.3]|0.3566666666|0.3104761904|0.2585714285|0.3011904761|0.2843650793
      [1, 0]|0.3066666666|0.2419047619|0.2585714285|0.2218253968|0.2143650793
