    weight\k|           2|           3|           4|           5|           6
    [0.0, 1]|0.3566666666|0.3104761904|0.3169047619|0.3011904761|0.2643650793
  [0.3, 0.7]|        0.39|0.3104761904|0.3169047619|0.3484126984|0.3265873015
  [0.4, 0.6]|        0.39|0.3104761904|0.3169047619|0.3484126984|0.3265873015
  [0.5, 0.5]|        0.43|0.3838095238|0.3204761904|0.3261904761|0.3065873015
  [0.6, 0.4]|0.3399999999|0.3104761904|0.2919047619|0.3011904761|0.2843650793
  [0.7, 0.3]|0.3399999999|0.3104761904|0.2919047619|0.2726190476|0.2843650793
      [1, 0]|0.3066666666|0.2419047619|0.2585714285|0.2218253968|0.2143650793
